name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,3.0
E,0.0,4.0
E,0.0,6.0
i,0.0,8.0
i,0.0,10.0
I,0.0,16.0
M,0.0,20.0
L,0.0,22.0
M,0.0,24.0
M,0.0,32.0
x,0.0,33.0
E,0.0,35.0
M,0.0,36.0
L,0.0,40.0
M,0.0,52.0
x,0.0,60.0
M,1.0,0.0
x,1.0,2.0
E,1.0,32.0
M,1.0,48.0
i,1.0,52.0
M,2.0,0.0
E,2.0,1.0
x,2.0,6.0
i,2.0,8.0
x,2.0,25.0
E,3.0,0.0
E,4.0,0.0
E,4.0,4.0
E,4.0,10.0
E,4.0,16.0
x,4.0,20.0
I,4.0,36.0
M,5.0,8.0
M,5.0,10.0
x,5.0,34.0
i,6.0,0.0
M,6.0,2.0
M,8.0,0.0
x,8.0,2.0
x,8.0,5.0
M,8.0,16.0
E,8.0,17.0
M,8.0,25.0
x,8.0,32.0
x,8.0,33.0
M,8.0,44.0
i,9.0,20.0
i,9.0,34.0
M,10.0,0.0
I,10.0,4.0
M,10.0,5.0
x,10.0,36.0
E,11.0,18.0
E,12.0,16.0
E,12.0,19.0
E,12.0,25.0
x,12.0,38.0
E,12.0,39.0
x,14.0,48.0
M,16.0,0.0
x,16.0,4.0
M,16.0,8.0
I,16.0,12.0
x,16.0,16.0
E,16.0,33.0
x,16.0,37.0
E,17.0,8.0
M,17.0,21.0
E,17.0,37.0
M,17.0,49.0
M,17.0,51.0
I,18.0,11.0
I,18.0,41.0
i,19.0,12.0
i,20.0,0.0
I,20.0,4.0
i,20.0,9.0
M,21.0,17.0
i,22.0,0.0
E,24.0,0.0
E,24.0,40.0
M,25.0,2.0
E,25.0,8.0
x,25.0,12.0
E,32.0,0.0
E,32.0,1.0
E,32.0,8.0
M,32.0,36.0
E,32.0,48.0
E,33.0,0.0
E,33.0,8.0
E,33.0,16.0
M,33.0,36.0
x,33.0,56.0
M,34.0,5.0
i,34.0,9.0
i,35.0,0.0
E,35.0,36.0
E,36.0,0.0
E,36.0,4.0
E,36.0,10.0
M,36.0,32.0
I,36.0,33.0
M,36.0,35.0
E,37.0,16.0
E,37.0,17.0
M,38.0,12.0
M,39.0,12.0
i,40.0,0.0
i,40.0,24.0
I,41.0,18.0
E,44.0,8.0
M,48.0,1.0
i,48.0,14.0
M,48.0,32.0
I,49.0,17.0
i,51.0,17.0
E,52.0,0.0
M,52.0,1.0
M,56.0,33.0
x,60.0,0.0
1,35.5,36.0
2,35.5,34.0
3,35.5,32.0
4,1.0,-4.0
5,12.0,-8.0
6,7.0,-8.0
7,1.0,-5.0
8,7.0,-7.0
