name,longitude,latitude
M,0,0
E,0,1
x,0,2
M,0,3
E,0,4
E,0,5
i,0,7
i,0,8
I,0,9
M,0,10
L,0,13
M,0,14
M,0,16
x,0,17
E,0,24
M,0,28
L,0,32
M,0,33
x,0,34
M,0,36
x,0,49
E,0,57
M,1,0
i,1,6
M,1,37
E,1,49
x,1,50
i,2,0
x,2,6
E,2,9
E,2,20
E,2,22
E,3,0
E,3,8
x,3,16
I,3,32
M,3,48
M,4,0
x,4,14
i,4,18
M,4,24
M,4,40
x,4,48
x,4,50
M,4,57
E,5,0
M,6,1
x,6,2
x,6,6
M,6,14
i,6,52
i,7,0
M,8,0
I,8,3
M,8,8
x,8,13
E,8,16
E,8,32
E,8,44
E,8,50
x,9,0
E,9,2
x,9,17
M,9,32
x,10,0
M,10,16
I,12,32
x,13,0
E,13,8
x,14,0
E,14,4
M,14,6
E,16,0
M,16,3
M,16,8
I,16,10
I,16,16
i,16,32
i,16,59
I,17,0
i,17,9
M,17,18
i,17,32
E,18,4
E,18,17
M,20,2
E,20,48
x,22,2
E,24,0
E,24,4
E,25,32
M,28,0
E,32,0
E,32,3
E,32,8
E,32,9
M,32,12
x,32,16
M,32,17
i,32,25
i,32,33
E,32,40
E,33,0
E,33,32
E,34,0
M,36,0
I,37,1
M,40,4
E,40,32
E,40,54
M,44,8
M,48,3
i,48,4
i,48,20
I,49,0
E,49,1
M,50,1
i,50,4
M,50,8
I,52,6
i,54,40
E,57,0
M,57,4
M,59,16
