name,longitude,latitude
M,0.0,1.0
E,0.0,2.0
x,0.0,3.0
M,0.0,4.0
E,0.0,6.0
E,0.0,8.0
i,0.0,14.0
i,0.0,16.0
I,0.0,24.0
M,0.0,31.0
L,0.0,32.0
M,0.0,33.0
M,0.0,36.0
x,0.0,37.0
E,0.0,40.0
M,0.0,46.0
L,0.0,50.0
M,0.0,64.0
x,0.0,66.0
M,0.0,67.0
x,0.0,73.0
E,0.0,76.0
M,0.0,82.0
i,0.0,85.0
M,0.0,91.0
E,0.0,97.0
x,0.0,104.0
i,0.0,116.0
x,1.0,0.0
E,1.0,4.0
E,1.0,16.0
E,1.0,64.0
E,1.0,88.0
E,2.0,0.0
x,2.0,4.0
I,2.0,5.0
14,2.0,9.0
M,2.0,16.0
x,2.0,26.0
i,2.0,40.0
M,2.0,64.0
M,2.0,72.0
x,2.0,73.0
x,2.0,96.0
M,2.0,97.0
E,2.0,101.0
M,3.0,0.0
x,3.0,16.0
x,3.0,34.0
M,4.0,0.0
i,4.0,1.0
i,4.0,2.0
M,4.0,13.0
I,4.0,21.0
M,4.0,32.0
x,4.0,34.0
E,4.0,41.0
E,4.0,64.0
E,4.0,66.0
E,4.0,106.0
x,5.0,2.0
4,5.0,6.0
x,5.0,16.0
M,5.0,32.0
x,6.0,0.0
M,6.0,5.0
I,6.0,65.0
x,7.0,41.0
E,7.0,96.0
x,8.0,0.0
E,8.0,16.0
M,8.0,32.0
E,8.0,33.0
M,8.0,65.0
M,8.0,96.0
I,8.0,100.0
I,9.0,2.0
i,9.0,18.0
i,9.0,23.0
I,9.0,64.0
i,9.0,81.0
M,9.0,98.0
i,10.0,38.0
E,10.0,48.0
E,11.0,32.0
M,11.0,36.0
E,12.0,68.0
x,13.0,4.0
E,13.0,16.0
E,13.0,58.0
E,13.0,65.0
M,14.0,0.0
E,14.0,35.0
E,14.0,64.0
E,16.0,0.0
E,16.0,1.0
M,16.0,2.0
x,16.0,3.0
M,16.0,5.0
i,16.0,8.0
i,16.0,13.0
E,16.0,16.0
E,16.0,32.0
E,16.0,64.0
E,16.0,84.0
M,16.0,96.0
I,17.0,34.0
M,17.0,72.0
E,18.0,9.0
E,18.0,25.0
M,18.0,52.0
M,18.0,68.0
i,18.0,97.0
i,20.0,64.0
I,20.0,97.0
E,21.0,4.0
M,22.0,65.0
i,23.0,9.0
M,24.0,0.0
I,25.0,18.0
i,26.0,2.0
E,28.0,37.0
M,28.0,68.0
M,31.0,0.0
x,32.0,0.0
M,32.0,4.0
E,32.0,5.0
M,32.0,8.0
I,32.0,11.0
I,32.0,16.0
I,32.0,39.0
E,32.0,48.0
M,32.0,80.0
E,32.0,107.0
i,33.0,0.0
x,33.0,8.0
E,34.0,3.0
E,34.0,4.0
x,34.0,17.0
I,34.0,42.0
E,34.0,53.0
x,34.0,64.0
E,34.0,66.0
i,34.0,77.0
E,34.0,112.0
E,35.0,14.0
E,36.0,0.0
x,36.0,11.0
E,36.0,64.0
i,37.0,0.0
x,37.0,28.0
M,37.0,64.0
E,38.0,10.0
i,38.0,68.0
E,39.0,32.0
E,40.0,0.0
E,40.0,2.0
x,41.0,4.0
i,41.0,7.0
x,42.0,34.0
E,43.0,80.0
E,46.0,0.0
E,48.0,10.0
M,48.0,32.0
x,50.0,0.0
E,50.0,64.0
E,52.0,18.0
I,53.0,34.0
i,56.0,64.0
E,56.0,91.0
E,57.0,64.0
x,58.0,13.0
x,64.0,0.0
M,64.0,1.0
M,64.0,2.0
I,64.0,4.0
E,64.0,9.0
M,64.0,14.0
E,64.0,16.0
x,64.0,20.0
E,64.0,34.0
E,64.0,36.0
x,64.0,37.0
E,64.0,50.0
E,64.0,56.0
E,64.0,57.0
I,64.0,64.0
I,64.0,73.0
E,64.0,74.0
x,64.0,114.0
M,65.0,6.0
i,65.0,8.0
E,65.0,13.0
M,65.0,22.0
E,65.0,80.0
I,66.0,0.0
M,66.0,4.0
I,66.0,34.0
E,66.0,80.0
M,66.0,96.0
I,67.0,0.0
I,68.0,12.0
M,68.0,18.0
I,68.0,28.0
i,68.0,38.0
M,68.0,80.0
M,70.0,86.0
M,70.0,96.0
M,71.0,98.0
x,72.0,2.0
M,72.0,17.0
i,73.0,0.0
x,73.0,2.0
E,73.0,64.0
i,74.0,64.0
i,75.0,84.0
x,76.0,0.0
M,77.0,34.0
p,80.0,32.0
L,80.0,43.0
M,80.0,65.0
i,80.0,66.0
E,80.0,68.0
E,80.0,88.0
M,81.0,9.0
E,82.0,0.0
x,84.0,16.0
I,84.0,75.0
M,85.0,0.0
x,86.0,70.0
M,88.0,1.0
i,88.0,80.0
x,91.0,0.0
E,91.0,56.0
x,96.0,2.0
M,96.0,7.0
E,96.0,8.0
x,96.0,16.0
i,96.0,66.0
E,96.0,70.0
M,97.0,0.0
M,97.0,2.0
L,97.0,18.0
M,97.0,20.0
p,98.0,9.0
x,98.0,71.0
E,100.0,8.0
I,101.0,2.0
