name,longitude,latitude
M,0,0
E,0,1
x,0,2
M,0,4
E,0,6
E,0,8
i,0,9
i,0,10
I,0,11
M,0,12
L,0,16
M,0,18
M,0,25
x,0,32
E,0,33
M,0,34
L,0,36
M,0,37
x,0,42
M,0,44
x,0,48
E,0,49
M,0,52
i,0,64
M,0,66
E,0,67
x,0,68
i,0,69
x,0,70
E,0,81
E,0,82
E,0,96
E,0,100
E,0,116
x,1,0
I,1,9
M,1,12
M,1,24
x,1,38
i,1,42
M,1,65
M,1,84
x,1,113
x,2,0
M,2,16
E,2,48
M,2,68
x,2,99
x,2,120
M,3,12
i,3,32
i,3,52
M,3,82
I,3,89
M,4,0
x,4,16
E,4,24
E,4,101
E,5,8
E,5,32
x,5,33
E,5,35
x,5,92
M,6,0
x,6,8
M,6,33
I,6,74
x,7,8
E,7,32
x,8,0
E,8,5
M,8,6
E,8,7
M,8,10
M,8,11
I,8,12
I,8,21
i,8,48
i,8,51
I,8,64
i,8,66
M,8,96
i,8,99
E,9,0
E,9,1
M,9,16
E,9,38
x,10,0
E,10,8
E,10,17
E,10,66
M,10,67
E,10,97
E,11,0
E,11,8
E,11,21
M,11,82
x,12,0
M,12,1
i,12,3
i,12,8
E,12,17
E,12,96
E,16,0
E,16,2
M,16,4
I,16,9
M,16,17
E,16,48
E,16,64
M,16,66
M,16,72
i,16,74
i,16,104
I,17,10
E,17,12
M,17,16
i,17,38
M,17,40
I,17,97
i,18,0
E,18,20
M,18,38
M,18,64
x,19,77
M,20,18
E,20,64
M,21,8
I,21,11
I,21,24
I,21,64
E,24,1
M,24,4
E,24,21
i,24,54
x,24,116
E,25,0
E,25,66
x,26,32
I,30,48
E,32,0
x,32,3
E,32,5
i,32,7
E,32,26
E,32,33
E,32,40
x,32,49
E,32,64
i,32,80
x,32,101
M,33,0
E,33,5
i,33,6
E,33,32
E,33,64
E,34,0
x,35,5
i,36,0
x,36,40
E,37,0
E,37,48
E,38,1
M,38,9
x,38,17
E,38,18
E,40,17
I,40,32
i,40,36
E,40,100
E,42,0
x,42,1
x,42,80
M,44,0
M,44,66
I,48,0
E,48,2
M,48,8
E,48,16
x,48,30
E,48,37
E,48,64
x,48,68
E,49,0
E,49,32
E,51,8
I,52,0
I,52,3
E,54,24
x,56,64
M,56,72
i,64,0
E,64,8
M,64,16
E,64,18
I,64,20
M,64,21
I,64,32
E,64,33
M,64,48
I,64,56
I,64,86
M,65,1
I,65,80
i,66,0
M,66,8
M,66,10
M,66,16
M,66,25
x,66,44
M,66,72
i,66,90
x,67,0
E,67,10
i,68,0
i,68,2
x,68,48
M,69,0
p,69,104
L,70,0
M,72,16
i,72,56
E,72,66
E,74,6
M,74,16
E,77,19
x,80,32
I,80,42
M,80,65
x,81,0
M,82,0
i,82,3
x,82,11
E,84,1
x,86,64
M,89,3
E,90,66
x,92,5
i,96,0
E,96,8
M,96,12
M,97,10
L,97,17
M,99,2
p,99,8
x,100,0
E,100,40
I,101,4
x,101,32
E,104,16
E,104,69
M,113,1
E,116,0
M,116,24
M,120,2
