name,longitude,latitude
M,0,0
E,0,1
x,0,2
M,0,3
E,0,4
E,0,5
i,0,8
i,0,9
I,0,10
M,0,16
L,0,24
M,0,32
M,0,36
x,0,40
E,0,44
M,0,48
L,0,50
M,1,0
x,1,1
M,1,2
x,1,4
E,1,5
M,1,8
i,1,14
M,1,20
E,1,22
x,1,32
i,1,54
x,2,0
E,2,1
E,2,5
E,2,8
E,2,44
E,2,48
x,3,0
I,3,36
M,4,0
M,4,1
x,4,4
i,4,9
M,4,16
M,4,32
x,4,33
x,4,40
M,5,0
E,5,1
M,5,2
x,5,19
x,5,32
M,6,16
i,6,32
i,6,37
M,7,40
I,8,0
M,8,1
x,8,2
E,8,48
E,9,0
E,9,4
E,9,12
x,9,16
E,9,32
x,10,0
M,10,34
x,10,36
M,12,9
I,12,12
x,12,32
E,14,1
x,14,17
E,15,17
M,16,0
E,16,4
M,16,6
M,16,9
I,16,19
I,16,32
i,16,48
i,16,50
I,16,60
i,17,14
M,17,15
i,18,33
E,19,5
E,19,16
M,20,1
E,20,40
x,22,1
E,24,0
E,26,33
E,32,0
M,32,1
E,32,4
E,32,5
E,32,6
E,32,9
M,32,12
x,32,16
M,33,4
i,33,18
i,33,26
E,33,34
E,34,10
E,34,33
E,36,0
M,36,3
I,36,10
M,37,6
E,40,0
E,40,4
M,40,7
M,40,20
i,40,48
i,44,0
I,44,2
E,48,0
M,48,2
i,48,8
M,48,16
I,48,40
i,50,0
E,50,16
M,54,1
M,60,16
