name,longitude,latitude
M,0,0
E,0,1
x,0,2
M,0,4
E,0,5
E,0,8
i,0,10
i,0,13
I,0,15
M,0,16
L,0,17
M,0,24
M,0,32
x,0,34
E,0,37
M,1,0
L,1,2
M,1,16
x,1,20
M,1,21
x,1,32
E,1,48
M,2,0
i,2,1
M,2,2
E,2,5
x,2,9
i,2,17
x,2,50
E,3,40
E,4,0
E,4,8
E,4,20
E,4,22
x,4,48
I,5,0
M,5,2
M,5,17
x,5,24
i,5,52
M,6,28
M,8,0
x,8,4
x,8,8
M,8,10
E,8,12
M,8,16
x,8,28
x,8,33
M,8,36
i,8,48
i,8,62
M,9,2
I,9,12
M,9,26
x,10,0
E,10,8
E,10,36
E,10,37
E,12,8
x,12,9
E,12,24
x,13,0
M,13,16
x,13,32
M,13,34
I,15,0
x,16,0
E,16,1
x,16,8
E,16,13
M,16,20
E,16,21
M,16,32
M,16,33
I,16,48
I,16,56
i,17,0
i,17,2
I,17,5
i,18,48
M,19,36
i,20,1
E,20,4
E,20,16
M,21,1
E,21,16
x,21,48
E,22,4
E,22,40
E,24,0
M,24,5
E,24,12
E,26,9
E,28,6
E,28,8
M,28,32
x,30,49
M,32,0
i,32,1
i,32,13
E,32,16
E,32,28
E,33,8
E,33,16
M,34,0
I,34,13
M,36,8
E,36,10
E,36,19
M,37,0
M,37,10
i,40,3
i,40,22
I,48,1
E,48,4
M,48,8
i,48,16
M,48,18
I,48,21
i,49,30
E,50,2
M,52,5
M,56,16
x,62,8
