name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,3.0
E,0.0,6.0
E,0.0,10.0
i,0.0,11.0
i,0.0,12.0
I,0.0,14.0
M,0.0,18.0
L,0.0,25.0
M,1.0,0.0
M,1.0,2.0
x,1.0,4.0
E,1.0,12.0
M,1.0,16.0
L,1.0,17.0
M,1.0,24.0
x,2.0,0.0
M,2.0,1.0
x,2.0,2.0
E,2.0,5.0
M,2.0,16.0
i,2.0,20.0
M,3.0,0.0
E,3.0,26.0
x,4.0,1.0
i,4.0,15.0
x,4.0,20.0
E,5.0,2.0
E,5.0,16.0
E,6.0,0.0
E,8.0,18.0
E,8.0,22.0
x,8.0,24.0
I,10.0,0.0
M,10.0,11.0
M,11.0,0.0
x,11.0,10.0
i,12.0,0.0
M,12.0,1.0
M,14.0,0.0
x,15.0,4.0
x,16.0,1.0
M,16.0,2.0
E,16.0,5.0
M,16.0,16.0
x,16.0,20.0
x,17.0,1.0
M,18.0,0.0
i,18.0,8.0
i,20.0,2.0
M,20.0,4.0
I,20.0,16.0
M,22.0,8.0
x,22.0,22.0
E,24.0,1.0
E,24.0,8.0
E,25.0,0.0
E,26.0,3.0
1,13.514632100378595,16.764842218816096
2,12.397837621359724,15.49690770939803
3,13.880140271222636,8.724703529653102
4,7.582302462868173,5.910995829313176
5,3.0126765951571235,0.31011751469749993
6,8.655272369789456,4.727490886654668
7,7.188239240658031,8.788128002554817
8,7.141294836112025,9.210986675838745
