name,longitude,latitude
1,0,0
2,5,-1
3,-5,-4
4,-3,0
5,0,-4
6,1,-8
7,14,-5
8,-1,2
9,0,7
10,10,-4
11,2,-8
12,7,9
13,5,0
14,-2,1
15,-1,-4
16,9,-4
17,11,0
18,5,10
19,3,-1
20,0,0
21,-2,-8
22,5,11
23,-5,-3
24,8,8
25,-3,4
26,7,-3
27,8,-2
28,-2,-8
29,1,-4
30,8,-2
31,1,-3
32,5,-5
33,10,-2
34,-8,4
35,11,-7
36,13,-3
37,-1,7
38,-3,8
39,-4,0
40,-1,-9
41,9,4
42,11,-3
43,8,10
44,12,-4
45,7,4
46,5,-1
47,8,-7
48,7,0
49,-5,1
50,11,-4
51,10,-6
52,-3,-1
53,2,8
54,-3,-2
55,3,7
56,11,-5
57,10,1
58,1,-2
59,2,1
60,11,-4
61,-3,-4
62,11,-5
63,7,8
64,3,-7
65,-1,6
66,-7,1
67,10,-7
68,0,-7
69,13,-3
70,1,9
71,1,-9
72,11,4
73,-5,-1
74,9,-4
75,8,-8
76,-1,-8
77,-3,2
78,0,-3
79,3,-2
80,3,7
81,-4,-2
82,13,-5
83,3,-4
84,3,7
85,9,-5
86,10,-6
87,10,-6
88,9,2
89,8,9
90,1,1
91,0,4
92,5,4
93,-6,4
94,8,-6
95,0,2
96,-7,2
97,7,10
98,8,-6
99,5,6
100,-5,4
101,13,0
102,11,1
103,10,0
104,-3,-2
105,9,-1
106,-3,6
107,7,4
108,1,2
109,-1,2
110,-4,-1
111,5,9
112,8,8
113,-4,-2
114,8,-7
115,-3,-8
116,7,4
117,1,4
118,3,6
119,10,-3
120,1,-1
121,5,-2
122,-3,7
123,-3,-3
124,10,-7
125,-2,0
126,11,4
127,3,1
128,11,0
129,10,-3
130,1,2
131,-3,-2
132,9,7
133,11,4
134,-1,-10
135,-2,4
136,5,7
137,7,-2
138,11,2
139,7,-3
140,-3,-1
141,-1,2
142,5,-3
143,11,2
144,0,6
145,10,-4
146,3,7
147,8,0
148,3,2
149,3,6
150,3,-2
151,11,0
152,10,-7
153,-6,2
154,-1,0
155,12,-4
156,-2,-8
157,3,-9
158,3,-4
159,2,-7
160,-4,0
161,9,0
162,0,1
163,-1,-8
164,0,-3
165,-2,2
166,-4,4
167,-3,-5
168,5,7
169,1,-1
170,-3,6
171,-4,-2
172,7,-4
173,1,-1
174,7,1
175,10,8
176,-5,4
177,13,-3
178,5,-1
179,2,-5
180,9,-4
181,14,-3
182,8,-2
183,9,-3
184,7,-2
185,9,-5
186,-4,2
187,1,-9
188,5,7
189,-1,-10
190,12,-3
191,-5,0
192,-3,0
193,-2,-3
194,0,7
195,1,-5
196,3,9
197,9,7
198,-3,-8
199,-2,-7
200,9,4
201,-2,-9
202,-3,-9
203,1,-6
204,-4,-2
205,10,7
206,10,7
207,0,2
208,5,9
209,7,0
210,5,-8
211,9,7
212,13,-5
213,1,-4
214,-5,6
215,-5,-1
216,0,0
217,-2,0
218,5,6
219,-1,-2
220,9,4
221,1,1
222,3,-7
223,2,-6
224,10,-5
225,-4,-4
226,9,10
227,1,-8
228,-1,-2
229,-1,6
230,5,-9
231,9,-1
232,-2,-5
233,3,6
234,2,-9
235,-4,-2
236,1,-7
237,8,-4
238,2,6
239,13,-1
240,-4,6
241,10,6
242,10,-3
243,10,0
244,1,1
245,-3,-2
246,3,-3
247,2,6
248,-3,-7
249,2,-1
250,-1,1
251,11,1
252,-6,2
253,-5,-2
254,-3,-8
255,5,7
256,0,-10
