name,longitude,latitude
M,0.0,0.0
75,0.0,1.0
45,0.0,2.0
99,0.0,3.0
127,0.0,4.0
E,0.0,6.0
i,0.0,7.0
i,0.0,8.0
I,0.0,10.0
M,0.0,12.0
L,0.0,16.0
M,0.0,18.0
M,0.0,19.0
x,0.0,24.0
E,0.0,28.0
M,0.0,33.0
L,0.0,34.0
M,0.0,36.0
x,0.0,40.0
M,0.0,41.0
x,0.0,48.0
E,0.0,52.0
M,0.0,56.0
i,0.0,64.0
M,0.0,65.0
E,0.0,66.0
x,0.0,67.0
i,0.0,68.0
x,0.0,76.0
E,0.0,77.0
E,0.0,80.0
E,0.0,87.0
E,0.0,97.0
E,0.0,108.0
x,1.0,0.0
I,1.0,1.0
107,1.0,2.0
113,1.0,5.0
36,1.0,6.0
i,1.0,8.0
M,1.0,10.0
M,1.0,17.0
x,1.0,18.0
x,1.0,26.0
M,1.0,33.0
E,2.0,0.0
M,2.0,1.0
x,2.0,8.0
x,2.0,9.0
M,2.0,12.0
i,2.0,13.0
i,2.0,16.0
M,2.0,33.0
I,2.0,38.0
M,3.0,0.0
x,3.0,8.0
E,3.0,16.0
E,4.0,0.0
E,4.0,34.0
E,4.0,38.0
x,4.0,40.0
E,4.0,57.0
x,4.0,64.0
M,4.0,93.0
x,5.0,1.0
M,5.0,48.0
I,5.0,64.0
x,5.0,68.0
E,6.0,0.0
x,6.0,1.0
E,6.0,15.0
M,6.0,18.0
E,6.0,68.0
M,7.0,0.0
M,8.0,0.0
I,8.0,1.0
I,8.0,2.0
i,8.0,3.0
i,8.0,16.0
I,8.0,20.0
i,8.0,36.0
M,8.0,40.0
i,8.0,57.0
E,8.0,64.0
E,8.0,88.0
M,8.0,112.0
E,9.0,2.0
x,9.0,16.0
E,9.0,32.0
E,9.0,34.0
E,9.0,103.0
M,10.0,0.0
E,10.0,1.0
E,10.0,18.0
E,12.0,0.0
E,12.0,2.0
M,12.0,86.0
x,13.0,2.0
M,13.0,34.0
i,13.0,85.0
i,14.0,32.0
E,14.0,58.0
E,15.0,6.0
E,16.0,0.0
E,16.0,2.0
M,16.0,3.0
I,16.0,8.0
M,16.0,9.0
E,16.0,18.0
E,16.0,32.0
M,16.0,34.0
M,16.0,61.0
i,17.0,1.0
i,17.0,40.0
I,18.0,0.0
E,18.0,1.0
M,18.0,6.0
i,18.0,10.0
M,18.0,16.0
I,19.0,0.0
i,20.0,8.0
E,20.0,80.0
M,21.0,51.0
M,21.0,70.0
x,24.0,0.0
M,24.0,48.0
E,24.0,104.0
M,25.0,48.0
I,26.0,1.0
I,28.0,0.0
I,28.0,66.0
E,28.0,104.0
M,32.0,9.0
E,32.0,14.0
i,32.0,16.0
x,32.0,32.0
E,32.0,34.0
E,32.0,64.0
x,32.0,66.0
I,32.0,74.0
E,32.0,100.0
x,33.0,0.0
E,33.0,1.0
i,33.0,2.0
E,33.0,85.0
E,34.0,0.0
E,34.0,4.0
x,34.0,9.0
E,34.0,13.0
i,34.0,16.0
x,34.0,32.0
M,34.0,50.0
E,34.0,66.0
i,35.0,74.0
E,36.0,0.0
E,36.0,8.0
E,37.0,64.0
x,37.0,114.0
i,38.0,2.0
x,38.0,4.0
E,40.0,0.0
E,40.0,4.0
E,40.0,8.0
M,40.0,17.0
x,40.0,64.0
E,40.0,80.0
E,40.0,96.0
I,41.0,0.0
i,41.0,65.0
E,41.0,66.0
E,44.0,51.0
x,44.0,64.0
x,45.0,48.0
M,48.0,0.0
M,48.0,5.0
I,48.0,24.0
E,48.0,25.0
M,48.0,45.0
E,48.0,66.0
x,48.0,72.0
E,48.0,120.0
E,49.0,80.0
x,50.0,34.0
E,50.0,64.0
E,51.0,21.0
E,51.0,44.0
I,52.0,0.0
I,56.0,0.0
E,57.0,4.0
x,57.0,8.0
M,57.0,88.0
i,58.0,14.0
E,58.0,64.0
M,60.0,97.0
E,61.0,16.0
I,64.0,0.0
M,64.0,4.0
I,64.0,5.0
E,64.0,8.0
M,64.0,32.0
I,64.0,37.0
I,64.0,40.0
M,64.0,44.0
I,64.0,50.0
i,64.0,58.0
M,64.0,76.0
M,65.0,0.0
M,65.0,41.0
M,65.0,102.0
x,66.0,0.0
M,66.0,28.0
i,66.0,32.0
x,66.0,34.0
E,66.0,41.0
i,66.0,48.0
i,67.0,0.0
x,68.0,0.0
M,68.0,5.0
p,68.0,6.0
L,68.0,84.0
M,70.0,21.0
i,72.0,48.0
