name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,4.0
M,0.0,8.0
E,0.0,9.0
E,0.0,10.0
i,0.0,12.0
i,0.0,15.0
I,0.0,16.0
M,0.0,19.0
L,0.0,20.0
M,0.0,21.0
M,0.0,25.0
x,0.0,26.0
E,0.0,31.0
M,0.0,32.0
L,0.0,33.0
M,0.0,34.0
x,0.0,35.0
M,0.0,38.0
x,0.0,40.0
E,0.0,41.0
M,0.0,42.0
i,0.0,46.0
M,0.0,50.0
E,0.0,64.0
x,0.0,66.0
i,0.0,67.0
x,0.0,72.0
E,0.0,78.0
E,0.0,80.0
E,0.0,91.0
E,0.0,96.0
E,0.0,98.0
x,0.0,112.0
I,0.0,117.0
M,1.0,0.0
M,1.0,2.0
x,1.0,4.0
i,1.0,5.0
M,1.0,12.0
M,1.0,22.0
x,1.0,40.0
x,1.0,48.0
M,1.0,58.0
E,1.0,64.0
M,1.0,72.0
x,1.0,74.0
x,2.0,1.0
M,2.0,4.0
i,2.0,16.0
i,2.0,32.0
M,2.0,48.0
I,2.0,68.0
M,3.0,10.0
x,3.0,18.0
E,3.0,64.0
E,3.0,78.0
E,3.0,84.0
E,4.0,0.0
x,4.0,1.0
E,4.0,2.0
x,4.0,10.0
M,4.0,18.0
x,4.0,32.0
M,4.0,33.0
I,4.0,34.0
x,4.0,57.0
E,4.0,68.0
x,5.0,1.0
E,5.0,10.0
M,5.0,64.0
E,5.0,80.0
M,6.0,8.0
M,6.0,17.0
I,6.0,28.0
I,6.0,66.0
i,7.0,92.0
i,8.0,0.0
I,8.0,6.0
i,8.0,8.0
M,8.0,11.0
i,8.0,20.0
E,8.0,28.0
E,8.0,41.0
M,8.0,52.0
E,8.0,64.0
x,8.0,66.0
E,8.0,90.0
E,8.0,105.0
E,9.0,0.0
M,9.0,16.0
E,9.0,18.0
E,9.0,56.0
E,10.0,0.0
E,10.0,3.0
M,10.0,4.0
x,10.0,5.0
M,10.0,50.0
i,11.0,8.0
i,11.0,22.0
E,11.0,80.0
E,12.0,0.0
E,12.0,1.0
E,12.0,16.0
M,12.0,35.0
I,12.0,49.0
M,13.0,104.0
E,15.0,0.0
E,15.0,64.0
M,16.0,0.0
M,16.0,2.0
i,16.0,9.0
i,16.0,12.0
I,16.0,22.0
E,16.0,33.0
M,16.0,34.0
i,16.0,36.0
M,16.0,37.0
I,16.0,65.0
i,17.0,6.0
E,17.0,35.0
M,17.0,112.0
M,18.0,3.0
x,18.0,4.0
M,18.0,9.0
E,19.0,0.0
M,20.0,0.0
I,20.0,8.0
I,20.0,102.0
I,21.0,0.0
E,22.0,1.0
M,22.0,11.0
E,22.0,16.0
i,24.0,34.0
x,24.0,89.0
E,25.0,0.0
E,25.0,32.0
x,26.0,0.0
I,26.0,72.0
E,28.0,6.0
x,28.0,8.0
E,28.0,64.0
i,31.0,0.0
E,32.0,0.0
E,32.0,2.0
E,32.0,4.0
x,32.0,25.0
E,32.0,68.0
i,32.0,86.0
x,33.0,0.0
M,33.0,4.0
E,33.0,16.0
i,33.0,64.0
E,34.0,0.0
E,34.0,4.0
E,34.0,16.0
x,34.0,24.0
i,34.0,64.0
x,35.0,0.0
E,35.0,12.0
E,35.0,17.0
E,35.0,66.0
M,36.0,16.0
x,36.0,64.0
E,36.0,72.0
E,37.0,16.0
I,38.0,0.0
i,40.0,0.0
E,40.0,1.0
E,40.0,98.0
x,41.0,0.0
x,41.0,8.0
M,41.0,88.0
M,42.0,0.0
I,42.0,64.0
E,42.0,82.0
M,44.0,96.0
E,46.0,0.0
x,48.0,1.0
E,48.0,2.0
E,48.0,64.0
x,48.0,80.0
E,49.0,12.0
E,50.0,0.0
E,50.0,10.0
I,50.0,64.0
I,52.0,8.0
E,52.0,72.0
x,56.0,9.0
M,57.0,4.0
i,58.0,1.0
E,60.0,68.0
M,64.0,0.0
E,64.0,1.0
I,64.0,3.0
M,64.0,5.0
I,64.0,8.0
E,64.0,15.0
M,64.0,28.0
I,64.0,33.0
I,64.0,34.0
M,64.0,36.0
I,64.0,42.0
i,64.0,48.0
M,64.0,50.0
M,64.0,67.0
M,65.0,16.0
M,66.0,0.0
x,66.0,6.0
M,66.0,8.0
i,66.0,35.0
x,66.0,80.0
E,67.0,0.0
i,67.0,64.0
i,67.0,112.0
x,68.0,2.0
M,68.0,4.0
p,68.0,32.0
L,68.0,60.0
M,72.0,0.0
i,72.0,1.0
E,72.0,26.0
E,72.0,36.0
M,72.0,52.0
E,74.0,1.0
x,78.0,0.0
I,78.0,3.0
M,80.0,0.0
x,80.0,5.0
M,80.0,11.0
i,80.0,48.0
x,80.0,66.0
E,82.0,42.0
x,84.0,3.0
M,86.0,32.0
E,88.0,41.0
x,89.0,24.0
i,90.0,8.0
E,91.0,0.0
M,92.0,7.0
M,92.0,96.0
L,96.0,0.0
M,96.0,44.0
p,96.0,92.0
x,98.0,0.0
E,98.0,40.0
I,102.0,20.0
x,104.0,13.0
E,105.0,8.0
E,112.0,0.0
M,112.0,17.0
E,112.0,67.0
M,117.0,0.0
1,62.02246293272812,63.61516317097409
