name,longitude,latitude
M,0,0
E,0,2
x,0,4
M,0,5
E,0,6
E,0,8
i,0,9
i,0,12
I,0,16
M,0,17
L,0,20
M,0,24
M,0,32
x,0,34
E,0,36
M,0,37
L,0,38
M,0,40
x,0,41
M,0,46
x,0,48
E,0,56
M,1,3
i,1,6
M,1,26
E,1,36
x,1,45
i,2,0
x,2,2
E,2,5
E,2,8
E,2,12
E,2,34
E,3,1
x,3,4
I,3,5
M,4,0
M,4,3
x,4,6
i,4,8
M,4,16
M,4,21
x,4,34
x,5,0
M,5,2
E,5,3
M,5,7
x,5,36
x,5,50
M,6,0
i,6,1
i,6,4
M,6,14
I,6,43
M,7,5
x,8,0
E,8,2
E,8,4
E,8,17
E,8,20
x,8,23
E,8,28
x,8,40
M,8,51
x,9,0
M,9,17
I,9,34
x,9,48
E,10,16
x,10,48
E,12,0
M,12,2
E,12,13
M,12,49
M,13,12
I,14,6
I,16,0
i,16,4
i,16,10
I,16,32
i,17,0
M,17,8
i,17,9
E,17,32
E,18,32
M,20,0
E,20,8
x,21,4
E,23,8
E,24,0
E,24,32
M,26,1
E,28,8
E,30,32
E,32,0
E,32,16
M,32,17
x,32,18
M,32,24
i,32,30
i,32,32
E,32,34
E,34,0
E,34,2
E,34,4
M,34,9
I,34,32
M,36,0
E,36,1
E,36,5
M,37,0
M,38,0
i,40,0
i,40,8
I,41,0
E,43,6
M,45,1
i,46,0
M,48,0
I,48,9
i,48,10
E,49,12
M,50,5
M,51,8
x,56,0
