name,longitude,latitude
M,0.0,2.0
23,0.0,3.0
x,0.0,4.0
M,0.0,5.0
E,0.0,6.0
E,0.0,8.0
8,0.0,9.0
i,0.0,10.0
I,0.0,12.0
M,0.0,16.0
L,0.0,18.0
M,0.0,20.0
M,0.0,24.0
x,0.0,25.0
E,0.0,27.0
M,0.0,37.0
L,0.0,38.0
M,0.0,40.0
x,0.0,42.0
M,0.0,46.0
x,0.0,54.0
E,0.0,60.0
M,1.0,5.0
i,1.0,6.0
M,1.0,10.0
E,1.0,21.0
x,1.0,22.0
i,2.0,0.0
x,2.0,4.0
E,2.0,17.0
E,2.0,20.0
E,2.0,32.0
E,2.0,40.0
E,3.0,0.0
x,3.0,25.0
I,3.0,48.0
M,4.0,0.0
M,4.0,2.0
x,4.0,8.0
i,4.0,32.0
M,4.0,56.0
M,5.0,0.0
x,5.0,1.0
x,5.0,32.0
M,6.0,0.0
E,6.0,1.0
M,6.0,16.0
x,6.0,25.0
x,6.0,32.0
M,8.0,0.0
i,8.0,4.0
i,8.0,14.0
M,8.0,18.0
I,8.0,36.0
M,8.0,42.0
x,9.0,0.0
E,9.0,16.0
E,10.0,0.0
E,10.0,1.0
E,10.0,16.0
x,12.0,0.0
E,12.0,16.0
x,12.0,32.0
M,12.0,35.0
x,14.0,8.0
M,16.0,0.0
I,16.0,6.0
x,16.0,9.0
E,16.0,10.0
x,16.0,12.0
E,16.0,17.0
M,16.0,32.0
E,16.0,48.0
M,17.0,2.0
M,17.0,16.0
I,17.0,24.0
I,17.0,34.0
i,18.0,0.0
i,18.0,8.0
I,18.0,50.0
i,20.0,0.0
M,20.0,2.0
i,20.0,32.0
E,21.0,1.0
E,21.0,24.0
M,21.0,40.0
E,22.0,1.0
x,24.0,0.0
E,24.0,17.0
E,24.0,21.0
E,25.0,0.0
M,25.0,3.0
E,25.0,6.0
E,27.0,0.0
E,32.0,2.0
E,32.0,4.0
M,32.0,5.0
x,32.0,6.0
M,32.0,12.0
i,32.0,16.0
i,32.0,20.0
E,32.0,36.0
E,32.0,48.0
E,32.0,56.0
E,33.0,34.0
M,34.0,17.0
I,34.0,33.0
M,34.0,35.0
E,35.0,12.0
E,35.0,34.0
M,36.0,8.0
M,36.0,32.0
i,37.0,0.0
i,38.0,0.0
I,40.0,0.0
E,40.0,2.0
M,40.0,21.0
i,42.0,0.0
M,42.0,8.0
I,46.0,0.0
i,48.0,3.0
E,48.0,16.0
M,48.0,32.0
M,50.0,18.0
x,54.0,0.0
M,56.0,4.0
E,56.0,32.0
M,60.0,0.0
1,36.0,29.5
2,23.0,36.5
3,25.0,25.5
4,3.0,5.0
5,-5.0,3.0
6,5.0,11.0
12,5.0,7.0
9,-8.0,10.0
10,-8.0,6.0
11,5.0,4.0
13,-1.0,1.0
14,3.0,7.0
15,-6.0,-2.0
16,-8.0,3.0
17,-1.0,11.0
18,-2.0,5.0
19,-3.0,7.0
20,-4.0,6.0
24,-3.0,11.0
22,-5.0,5.0
25,6.0,7.0
26,-3.0,5.0
27,-3.0,-2.0
28,5.0,8.0
29,-2.0,7.0
30,-1.0,8.0
31,-5.0,8.0
32,5.0,-2.0
