name,longitude,latitude
1,35.0,30.5
2,32.0,38.5
3,28.0,35.5
4,3.0,-3.0
5,6.0,-4.0
6,4.0,-3.0
7,-5.0,-6.0
8,6.0,-7.0
9,1.0,-2.0
10,-2.0,-7.0
11,5.0,-2.0
12,-3.0,-5.0
13,3.0,-3.0
14,1.0,-9.0
15,-3.0,-8.0
16,6.0,-4.0
17,-1.0,-9.0
18,-1.0,1.0
19,-2.0,-4.0
20,6.0,-10.0
21,3.0,-1.0
22,4.0,-9.0
23,-1.0,-8.0
24,4.0,1.0
25,-2.0,-7.0
26,4.0,-3.0
27,3.0,-4.0
28,-4.0,-8.0
29,11.0,-2.0
30,7.0,-12.0
31,9.0,-7.0
32,-3.0,-9.0
33,6.0,-10.0
34,3.0,-7.0
35,3.0,-2.0
36,-1.0,1.0
37,-1.0,-5.0
38,-5.0,-6.0
39,4.0,-11.0
40,6.0,-12.0
41,3.0,-10.0
42,9.0,-1.0
43,3.0,-1.0
44,3.0,-7.0
45,9.0,-7.0
46,1.0,-6.0
47,9.0,-4.0
48,7.0,-6.0
49,-1.0,-2.0
50,7.0,-7.0
51,9.0,-3.0
52,5.0,-11.0
53,-5.0,-6.0
54,7.0,-9.0
55,4.0,3.0
56,5.0,-3.0
57,4.0,-4.0
58,-5.0,-6.0
59,1.0,3.0
60,-1.0,3.0
61,5.0,-12.0
62,6.0,-1.0
63,3.0,-2.0
64,6.0,-4.0
