name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,4.0
E,0.0,6.0
E,0.0,8.0
i,0.0,9.0
i,0.0,10.0
I,0.0,13.0
M,0.0,16.0
L,0.0,18.0
M,0.0,19.0
M,0.0,21.0
x,0.0,24.0
E,0.0,28.0
M,1.0,0.0
L,1.0,2.0
M,1.0,5.0
x,1.0,8.0
M,2.0,0.0
x,2.0,1.0
E,2.0,5.0
M,2.0,8.0
i,2.0,10.0
M,2.0,16.0
E,4.0,0.0
x,4.0,8.0
i,4.0,24.0
x,5.0,1.0
E,5.0,2.0
E,5.0,8.0
E,6.0,0.0
E,6.0,13.0
E,8.0,0.0
x,8.0,1.0
I,8.0,2.0
M,8.0,4.0
M,8.0,5.0
x,9.0,0.0
i,9.0,12.0
M,10.0,0.0
M,10.0,2.0
x,10.0,10.0
x,12.0,9.0
M,13.0,0.0
E,13.0,6.0
M,14.0,16.0
x,16.0,0.0
x,16.0,2.0
M,16.0,14.0
i,16.0,24.0
i,18.0,0.0
M,18.0,26.0
I,19.0,0.0
M,21.0,0.0
x,23.0,29.0
E,24.0,0.0
E,24.0,4.0
E,24.0,16.0
E,26.0,18.0
x,28.0,0.0
E,29.0,23.0
1,12.94238904451308,16.579596388199434
2,13.438965565013248,17.92637589539236
3,17.78142160788606,9.545051775655924
4,1.359688602006689,2.1698694123313733
5,9.65480138898203,4.361618666274293
6,6.266482908668039,3.0102619842550538
7,5.072429838290596,3.8586625884490253
8,3.5091048877018007,5.8507410740536345
9,5.842517929701989,9.04201770847775
10,6.819821366349666,9.28945601200017
11,8.564005663967556,9.909896448688151
12,6.712735421625182,1.6309962197106975
13,8.606375331162683,9.646329473090614
14,9.046959845122366,5.691075034743235
15,7.138170201741993,2.1112498367559827
16,8.316079302733542,5.7353235235128475
