name,longitude,latitude
1,129.0,120.5
2,125.0,131.5
3,118.0,126.5
4,4.0,2.0
5,9.0,0.0
6,6.0,4.0
7,-4.0,-2.0
8,9.0,-4.0
9,2.0,6.0
10,-1.0,-4.0
11,8.0,6.0
12,-3.0,-1.0
13,4.0,4.0
14,1.0,-5.0
15,-3.0,-4.0
16,10.0,0.0
17,1.0,-6.0
18,1.0,8.0
19,0.0,1.0
20,9.0,-8.0
21,4.0,7.0
22,6.0,-6.0
23,0.0,-4.0
24,6.0,8.0
25,-1.0,-4.0
26,6.0,2.0
27,6.0,1.0
28,-3.0,-5.0
29,16.0,4.0
30,11.0,-10.0
31,13.0,-3.0
32,-2.0,-5.0
33,10.0,-7.0
34,6.0,-3.0
35,6.0,4.0
36,0.0,8.0
37,1.0,-1.0
38,-4.0,-2.0
39,7.0,-8.0
40,9.0,-10.0
41,4.0,-7.0
42,13.0,6.0
43,6.0,7.0
44,6.0,-4.0
45,13.0,-3.0
46,1.0,-2.0
47,13.0,0.0
48,11.0,-3.0
49,1.0,4.0
50,11.0,-4.0
51,13.0,2.0
52,8.0,-9.0
53,-5.0,-2.0
54,11.0,-5.0
55,6.0,9.0
56,8.0,2.0
57,7.0,0.0
58,-5.0,-2.0
59,2.0,10.0
60,1.0,9.0
61,8.0,-10.0
62,9.0,7.0
63,4.0,4.0
64,10.0,0.0
