name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,3.0
E,0.0,5.0
E,0.0,6.0
i,0.0,7.0
i,0.0,8.0
I,0.0,11.0
M,0.0,12.0
L,0.0,13.0
M,0.0,16.0
M,0.0,18.0
x,0.0,22.0
E,0.0,27.0
M,0.0,32.0
L,0.0,45.0
M,0.0,48.0
x,0.0,52.0
M,0.0,61.0
x,0.0,64.0
E,0.0,66.0
M,0.0,68.0
i,0.0,72.0
M,0.0,76.0
E,0.0,83.0
x,0.0,89.0
i,0.0,98.0
x,0.0,122.0
E,1.0,0.0
E,1.0,8.0
E,1.0,9.0
E,1.0,10.0
E,1.0,16.0
x,1.0,20.0
I,1.0,30.0
M,1.0,32.0
M,1.0,35.0
x,1.0,68.0
i,2.0,0.0
M,2.0,2.0
M,2.0,22.0
x,2.0,32.0
x,2.0,33.0
M,2.0,40.0
E,2.0,50.0
M,2.0,62.0
x,2.0,64.0
x,2.0,88.0
M,2.0,89.0
i,3.0,0.0
i,3.0,9.0
M,3.0,30.0
I,3.0,34.0
M,3.0,64.0
x,4.0,4.0
E,4.0,8.0
E,4.0,12.0
E,4.0,18.0
E,4.0,20.0
x,4.0,32.0
E,4.0,33.0
x,4.0,72.0
M,4.0,94.0
x,4.0,96.0
M,4.0,107.0
I,4.0,113.0
x,4.0,120.0
E,5.0,0.0
x,5.0,17.0
E,5.0,24.0
M,5.0,64.0
E,5.0,88.0
M,6.0,0.0
M,6.0,6.0
I,6.0,28.0
I,6.0,68.0
i,7.0,0.0
i,8.0,0.0
I,8.0,1.0
i,8.0,4.0
M,8.0,8.0
i,8.0,9.0
E,8.0,16.0
E,8.0,21.0
M,8.0,33.0
E,8.0,64.0
x,8.0,66.0
E,8.0,69.0
E,8.0,96.0
E,9.0,1.0
M,9.0,3.0
E,9.0,8.0
E,9.0,32.0
E,10.0,1.0
E,10.0,20.0
M,11.0,0.0
x,12.0,0.0
M,12.0,4.0
i,12.0,102.0
i,13.0,0.0
E,13.0,51.0
E,13.0,78.0
E,13.0,90.0
E,14.0,16.0
M,16.0,0.0
I,16.0,1.0
M,16.0,8.0
E,16.0,14.0
E,16.0,36.0
M,16.0,40.0
M,16.0,70.0
i,17.0,5.0
i,17.0,35.0
I,17.0,36.0
E,18.0,0.0
M,18.0,4.0
i,18.0,39.0
M,18.0,44.0
I,18.0,48.0
i,18.0,60.0
E,18.0,69.0
M,18.0,70.0
M,18.0,114.0
x,20.0,1.0
M,20.0,4.0
E,20.0,10.0
M,20.0,65.0
I,20.0,66.0
I,21.0,8.0
I,21.0,80.0
E,21.0,100.0
M,22.0,0.0
E,22.0,2.0
i,22.0,64.0
x,24.0,5.0
E,24.0,32.0
E,25.0,65.0
x,27.0,0.0
I,28.0,6.0
E,30.0,1.0
x,30.0,3.0
E,32.0,0.0
i,32.0,1.0
E,32.0,2.0
E,32.0,4.0
E,32.0,9.0
x,32.0,24.0
E,32.0,33.0
i,32.0,65.0
x,32.0,66.0
M,32.0,67.0
E,32.0,69.0
i,33.0,2.0
E,33.0,4.0
E,33.0,8.0
E,33.0,32.0
x,33.0,48.0
i,33.0,64.0
x,34.0,3.0
E,34.0,49.0
E,35.0,1.0
E,35.0,17.0
M,36.0,16.0
x,36.0,17.0
E,36.0,37.0
E,36.0,88.0
I,37.0,36.0
i,37.0,68.0
E,39.0,18.0
E,40.0,2.0
x,40.0,16.0
x,44.0,18.0
M,45.0,0.0
M,48.0,0.0
I,48.0,18.0
E,48.0,33.0
M,48.0,68.0
E,48.0,97.0
x,49.0,34.0
E,49.0,68.0
E,50.0,2.0
x,50.0,66.0
E,51.0,13.0
E,52.0,0.0
E,52.0,65.0
I,54.0,72.0
I,60.0,18.0
E,61.0,0.0
x,62.0,2.0
M,64.0,0.0
i,64.0,2.0
E,64.0,3.0
M,64.0,5.0
E,64.0,8.0
I,64.0,22.0
M,64.0,33.0
I,64.0,66.0
E,64.0,81.0
M,64.0,90.0
I,65.0,20.0
I,65.0,25.0
M,65.0,32.0
I,65.0,52.0
i,66.0,0.0
M,66.0,8.0
M,66.0,20.0
M,66.0,32.0
M,66.0,50.0
x,66.0,64.0
M,66.0,97.0
i,67.0,32.0
x,68.0,0.0
E,68.0,1.0
i,68.0,6.0
i,68.0,37.0
x,68.0,48.0
M,68.0,49.0
p,69.0,8.0
L,69.0,18.0
M,69.0,32.0
i,70.0,16.0
E,70.0,18.0
E,72.0,0.0
M,72.0,4.0
E,72.0,54.0
x,76.0,0.0
I,78.0,13.0
M,80.0,21.0
x,81.0,64.0
M,83.0,0.0
i,88.0,2.0
x,88.0,5.0
E,88.0,36.0
x,89.0,0.0
M,89.0,2.0
E,90.0,13.0
x,90.0,64.0
i,94.0,4.0
E,96.0,4.0
M,96.0,8.0
M,97.0,48.0
L,97.0,66.0
M,98.0,0.0
p,100.0,21.0
x,102.0,12.0
E,107.0,4.0
I,113.0,4.0
x,114.0,18.0
E,120.0,4.0
E,122.0,0.0
1,63.16377758850348,68.86624219257318
2,57.215205150248785,61.76833388207489
