name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,3.0
E,0.0,4.0
E,0.0,5.0
i,0.0,6.0
i,0.0,8.0
I,0.0,10.0
M,0.0,14.0
L,0.0,16.0
M,0.0,17.0
M,0.0,18.0
x,0.0,20.0
E,0.0,24.0
M,0.0,32.0
L,0.0,36.0
M,0.0,40.0
x,0.0,44.0
M,0.0,48.0
x,0.0,52.0
E,0.0,64.0
M,0.0,65.0
i,0.0,66.0
M,0.0,72.0
E,0.0,73.0
x,0.0,85.0
i,0.0,104.0
x,0.0,112.0
E,1.0,0.0
E,1.0,1.0
E,1.0,4.0
E,1.0,5.0
E,1.0,6.0
x,1.0,13.0
I,1.0,18.0
M,1.0,28.0
M,1.0,35.0
x,1.0,54.0
i,1.0,66.0
M,1.0,68.0
M,1.0,78.0
x,1.0,80.0
x,2.0,0.0
M,2.0,4.0
E,2.0,8.0
M,2.0,10.0
x,2.0,16.0
x,2.0,17.0
M,2.0,25.0
i,2.0,32.0
i,2.0,41.0
M,2.0,48.0
I,2.0,103.0
M,3.0,0.0
x,3.0,9.0
E,3.0,16.0
E,3.0,26.0
E,3.0,40.0
E,3.0,104.0
x,4.0,0.0
E,4.0,1.0
x,4.0,2.0
M,4.0,19.0
x,4.0,22.0
M,4.0,28.0
I,4.0,32.0
x,4.0,35.0
E,4.0,40.0
x,4.0,66.0
E,4.0,68.0
M,4.0,72.0
E,4.0,73.0
M,4.0,75.0
M,4.0,101.0
I,5.0,0.0
I,5.0,1.0
i,5.0,16.0
i,5.0,17.0
I,6.0,0.0
i,6.0,1.0
M,6.0,34.0
i,6.0,48.0
E,6.0,61.0
E,6.0,81.0
M,6.0,96.0
E,7.0,40.0
x,7.0,41.0
E,8.0,0.0
E,8.0,2.0
E,8.0,9.0
M,8.0,32.0
E,8.0,64.0
E,8.0,66.0
E,9.0,3.0
E,9.0,8.0
M,9.0,71.0
x,10.0,0.0
M,10.0,2.0
i,10.0,40.0
i,10.0,48.0
E,10.0,66.0
E,10.0,96.0
E,10.0,106.0
E,12.0,32.0
M,13.0,1.0
I,13.0,20.0
M,14.0,0.0
E,14.0,104.0
E,16.0,0.0
M,16.0,2.0
M,16.0,3.0
i,16.0,5.0
i,16.0,20.0
I,16.0,66.0
E,16.0,68.0
M,16.0,69.0
i,16.0,72.0
M,16.0,86.0
I,16.0,89.0
i,17.0,0.0
E,17.0,2.0
M,17.0,5.0
M,17.0,42.0
x,17.0,81.0
M,18.0,0.0
E,18.0,1.0
M,18.0,32.0
I,18.0,73.0
I,19.0,4.0
I,20.0,0.0
E,20.0,13.0
M,20.0,16.0
E,20.0,52.0
i,20.0,64.0
x,22.0,4.0
E,22.0,25.0
E,24.0,0.0
x,24.0,64.0
I,24.0,68.0
E,25.0,2.0
x,25.0,22.0
E,25.0,49.0
i,26.0,3.0
E,27.0,64.0
E,28.0,1.0
E,28.0,4.0
x,28.0,80.0
E,29.0,32.0
i,32.0,0.0
x,32.0,2.0
M,32.0,4.0
E,32.0,8.0
i,32.0,12.0
E,32.0,18.0
E,32.0,29.0
E,32.0,48.0
x,32.0,64.0
i,32.0,69.0
x,33.0,64.0
E,34.0,6.0
E,35.0,1.0
E,35.0,4.0
M,36.0,0.0
x,38.0,85.0
E,40.0,0.0
E,40.0,3.0
I,40.0,4.0
i,40.0,7.0
E,40.0,10.0
E,40.0,76.0
x,41.0,2.0
x,41.0,7.0
M,41.0,64.0
M,42.0,17.0
I,44.0,0.0
E,46.0,65.0
M,48.0,0.0
E,48.0,2.0
x,48.0,6.0
E,48.0,10.0
E,48.0,32.0
x,48.0,64.0
E,49.0,25.0
E,49.0,82.0
E,52.0,0.0
I,52.0,20.0
I,52.0,76.0
E,52.0,80.0
x,54.0,1.0
M,56.0,101.0
i,61.0,6.0
E,64.0,0.0
M,64.0,8.0
E,64.0,20.0
I,64.0,24.0
M,64.0,27.0
I,64.0,32.0
E,64.0,33.0
M,64.0,41.0
I,64.0,48.0
I,64.0,65.0
M,65.0,0.0
I,65.0,46.0
i,65.0,64.0
M,66.0,0.0
M,66.0,1.0
M,66.0,4.0
M,66.0,8.0
x,66.0,10.0
M,66.0,16.0
i,68.0,1.0
x,68.0,4.0
E,68.0,16.0
i,68.0,24.0
i,68.0,99.0
x,69.0,16.0
M,69.0,32.0
p,71.0,9.0
L,72.0,0.0
M,72.0,4.0
i,72.0,16.0
E,73.0,0.0
E,73.0,4.0
M,73.0,18.0
E,75.0,4.0
x,76.0,40.0
I,76.0,52.0
M,78.0,1.0
x,80.0,1.0
M,80.0,28.0
i,80.0,52.0
x,80.0,112.0
E,81.0,6.0
x,81.0,17.0
M,82.0,49.0
E,85.0,0.0
x,85.0,38.0
i,86.0,16.0
E,88.0,106.0
M,89.0,16.0
M,96.0,6.0
L,96.0,10.0
M,99.0,68.0
p,101.0,4.0
x,101.0,56.0
E,103.0,2.0
I,104.0,0.0
x,104.0,3.0
E,104.0,14.0
E,106.0,10.0
M,106.0,88.0
E,112.0,0.0
M,112.0,80.0
1,52.16720443744958,52.61208403858407
