name,longitude,latitude
1,6.760203094873768,9.633055803862574
2,2.511222781834702,4.563121296363793
3,5.926718756664892,3.2002538574800656
4,3.6395508933995693,3.126706611969108
5,3.6915397527695406,5.956215058575365
6,3.004039733655893,3.7716034132891685
7,7.722734124441209,0.2692120500933004
8,5.692580020705822,7.351731816785096
9,3.1001669541009305,2.22537842793191
10,8.038076703949134,2.3869517689784194
11,1.8739434091794194,4.35234320532821
12,6.980664066748499,1.0184169263187148
13,3.219659846212645,3.3375365044867533
14,8.335388915573088,4.38430732561387
15,8.555351939848865,1.6928423255643499
16,3.3671023504488073,6.502323762924949
17,8.848982719212886,4.511021842852225
18,2.2502784272288476,1.2091932471028644
19,5.296276283083933,1.9080380585149592
20,8.067772376254574,8.384763790282255
21,1.8358631330525577,2.785921420165126
22,8.072264181669537,6.419372564966531
23,8.06257841135055,3.4528280488759835
24,1.296891377961068,2.919428908705534
25,7.938619244841648,2.711744939142524
26,3.463542806668535,4.169056958734895
27,4.197711837912519,4.095221164490599
28,9.206123829876306,1.5599785893835916
29,0.0466179458314564,9.432678359191089
30,8.79978251626048,9.869136550287957
31,4.343523126756511,9.501611663830229
32,9.273772144113385,2.2209073627232123
