name,longitude,latitude
M,0.0,0.0
E,0.0,1.0
x,0.0,2.0
M,0.0,5.0
E,0.0,8.0
E,0.0,12.0
i,0.0,16.0
i,0.0,17.0
I,0.0,20.0
M,1.0,0.0
L,1.0,6.0
M,1.0,9.0
M,1.0,16.0
x,2.0,0.0
E,2.0,2.0
17,2.0,8.0
L,2.0,13.0
M,2.0,16.0
x,4.0,11.0
M,4.0,16.0
x,4.0,19.0
E,4.0,20.0
13,5.0,0.0
63,5.0,9.0
M,5.0,28.0
E,6.0,1.0
12,6.0,8.0
i,8.0,0.0
11,8.0,2.0
49,8.0,6.0
56,8.0,8.0
E,8.0,16.0
E,8.0,19.0
E,9.0,1.0
x,9.0,5.0
I,9.0,17.0
M,11.0,4.0
M,12.0,0.0
x,12.0,16.0
i,12.0,18.0
M,13.0,2.0
M,14.0,18.0
x,16.0,0.0
x,16.0,1.0
M,16.0,2.0
E,16.0,4.0
M,16.0,8.0
x,16.0,12.0
x,17.0,0.0
M,17.0,9.0
i,18.0,12.0
i,18.0,14.0
M,18.0,25.0
I,19.0,4.0
M,19.0,8.0
x,20.0,0.0
E,20.0,4.0
E,25.0,18.0
E,28.0,5.0
E,28.0,31.0
x,31.0,28.0
1,13.5,15.5
2,13.5,16.5
3,18.5,12.5
4,-2.0,6.0
5,3.0,2.0
6,9.0,8.0
14,7.0,7.0
46,7.0,3.0
9,4.0,9.0
10,3.0,8.0
26,4.0,10.0
18,2.0,9.0
19,9.0,4.0
20,2.0,1.0
21,9.0,7.0
22,6.0,4.0
23,5.0,5.0
24,2.0,6.0
25,3.0,9.0
41,5.0,12.0
29,5.0,11.0
32,7.0,8.0
31,7.0,4.0
43,4.0,1.0
35,-1.0,6.0
36,5.0,2.0
37,1.0,7.0
38,10.0,3.0
60,7.0,2.0
40,7.0,5.0
42,2.0,10.0
45,2.0,3.0
47,-2.0,7.0
48,0.0,9.0
50,4.0,6.0
51,5.0,7.0
52,4.0,7.0
54,2.0,7.0
55,3.0,3.0
57,7.0,1.0
58,3.0,6.0
59,-1.0,4.0
61,5.0,6.0
62,6.0,5.0
64,2.0,-1.0
