name,longitude,latitude
M,0.0,0.0
18,0.0,1.0
97,0.0,2.0
99,0.0,3.0
E,0.0,4.0
45,0.0,5.0
i,0.0,6.0
i,0.0,8.0
I,0.0,12.0
M,0.0,17.0
L,0.0,20.0
M,0.0,24.0
M,0.0,28.0
x,0.0,34.0
E,0.0,36.0
M,0.0,42.0
L,0.0,48.0
M,0.0,54.0
x,0.0,64.0
M,0.0,68.0
x,0.0,72.0
E,0.0,85.0
M,0.0,88.0
i,0.0,98.0
M,0.0,100.0
E,0.0,130.0
x,0.0,131.0
i,0.0,133.0
x,0.0,134.0
E,0.0,144.0
E,0.0,150.0
E,0.0,161.0
E,0.0,192.0
E,0.0,196.0
x,0.0,214.0
I,1.0,0.0
22,1.0,2.0
M,1.0,4.0
x,1.0,16.0
i,1.0,24.0
M,1.0,30.0
M,1.0,33.0
x,1.0,40.0
x,1.0,41.0
M,1.0,50.0
E,1.0,58.0
M,1.0,64.0
x,1.0,68.0
x,1.0,80.0
M,1.0,96.0
i,1.0,114.0
i,1.0,140.0
31,2.0,0.0
I,2.0,1.0
M,2.0,3.0
x,2.0,16.0
E,2.0,17.0
E,2.0,32.0
E,2.0,41.0
E,2.0,64.0
x,2.0,82.0
E,2.0,100.0
x,2.0,116.0
M,2.0,121.0
x,2.0,128.0
M,2.0,200.0
I,3.0,0.0
x,3.0,2.0
E,3.0,32.0
x,3.0,80.0
E,3.0,128.0
M,4.0,0.0
86,4.0,1.0
M,4.0,5.0
M,4.0,8.0
42,4.0,11.0
I,4.0,13.0
i,4.0,16.0
i,4.0,26.0
I,4.0,40.0
i,4.0,41.0
M,4.0,48.0
i,4.0,72.0
E,4.0,96.0
E,4.0,114.0
M,4.0,128.0
E,4.0,129.0
x,4.0,147.0
E,4.0,178.0
E,4.0,195.0
E,4.0,196.0
M,4.0,198.0
E,5.0,0.0
E,5.0,4.0
E,5.0,18.0
E,5.0,35.0
M,5.0,38.0
x,5.0,96.0
M,5.0,128.0
i,5.0,193.0
48,6.0,0.0
E,6.0,6.0
E,6.0,14.0
E,6.0,32.0
E,6.0,33.0
M,6.0,48.0
I,6.0,64.0
M,6.0,137.0
E,6.0,208.0
E,7.0,8.0
M,7.0,80.0
M,8.0,0.0
i,8.0,4.0
126,8.0,7.0
I,8.0,16.0
E,8.0,17.0
M,8.0,18.0
i,8.0,33.0
M,8.0,53.0
I,8.0,74.0
i,8.0,85.0
E,8.0,102.0
M,8.0,104.0
M,8.0,128.0
x,8.0,130.0
M,8.0,144.0
E,8.0,169.0
M,8.0,197.0
I,8.0,209.0
I,9.0,40.0
I,9.0,80.0
E,9.0,145.0
M,9.0,193.0
E,10.0,16.0
i,10.0,36.0
x,10.0,82.0
E,10.0,151.0
E,11.0,4.0
x,11.0,34.0
I,11.0,57.0
E,11.0,131.0
91,12.0,0.0
E,12.0,18.0
i,12.0,29.0
E,12.0,40.0
E,12.0,59.0
E,12.0,64.0
x,12.0,131.0
E,12.0,136.0
i,13.0,4.0
x,13.0,64.0
M,14.0,6.0
E,14.0,16.0
i,14.0,32.0
E,14.0,128.0
67,16.0,1.0
52,16.0,2.0
x,16.0,4.0
i,16.0,8.0
x,16.0,10.0
E,16.0,14.0
E,16.0,17.0
E,16.0,32.0
M,16.0,44.0
x,16.0,52.0
E,16.0,64.0
E,16.0,66.0
I,16.0,68.0
i,16.0,72.0
E,16.0,98.0
E,16.0,100.0
x,16.0,128.0
x,16.0,129.0
M,16.0,132.0
M,16.0,192.0
I,16.0,198.0
63,17.0,0.0
56,17.0,2.0
E,17.0,8.0
x,17.0,16.0
E,17.0,44.0
E,17.0,68.0
x,17.0,130.0
E,18.0,5.0
E,18.0,8.0
E,18.0,12.0
I,18.0,32.0
I,18.0,64.0
E,18.0,74.0
x,18.0,193.0
M,18.0,204.0
i,19.0,36.0
E,20.0,0.0
M,20.0,38.0
E,20.0,50.0
I,20.0,56.0
M,20.0,64.0
I,20.0,137.0
E,20.0,217.0
M,21.0,128.0
I,22.0,56.0
I,24.0,0.0
M,24.0,1.0
I,24.0,88.0
i,24.0,178.0
M,24.0,192.0
M,25.0,80.0
M,25.0,132.0
M,25.0,211.0
x,26.0,4.0
M,28.0,0.0
i,28.0,64.0
x,28.0,128.0
E,28.0,136.0
i,28.0,166.0
i,29.0,12.0
x,30.0,1.0
M,30.0,80.0
p,32.0,2.0
L,32.0,3.0
M,32.0,6.0
i,32.0,14.0
E,32.0,16.0
E,32.0,18.0
M,32.0,35.0
E,32.0,43.0
x,32.0,64.0
I,32.0,83.0
M,32.0,98.0
x,32.0,200.0
M,33.0,1.0
i,33.0,6.0
x,33.0,8.0
E,33.0,129.0
x,33.0,134.0
M,33.0,160.0
E,33.0,192.0
x,34.0,0.0
i,34.0,11.0
E,34.0,73.0
M,34.0,156.0
M,34.0,160.0
L,35.0,5.0
M,35.0,32.0
p,36.0,0.0
x,36.0,10.0
E,36.0,19.0
I,36.0,65.0
x,36.0,209.0
E,37.0,40.0
E,37.0,51.0
M,38.0,5.0
E,38.0,20.0
M,38.0,104.0
M,40.0,1.0
E,40.0,4.0
i,40.0,9.0
E,40.0,12.0
L,40.0,37.0
E,40.0,129.0
E,40.0,145.0
M,40.0,214.0
E,41.0,1.0
M,41.0,2.0
E,41.0,4.0
i,41.0,92.0
M,42.0,0.0
E,42.0,153.0
E,42.0,193.0
i,43.0,32.0
x,44.0,16.0
E,44.0,17.0
