name,longitude,latitude
1,30.5,29.0
2,27.5,26.0
3,24.5,27.0
4,4.0,7.0
5,0.0,0.0
6,-1.0,7.0
7,5.0,8.0
8,3.0,10.0
9,2.0,5.0
10,0.0,8.0
11,-1.0,8.0
12,3.0,4.0
13,0.0,9.0
14,-2.0,2.0
15,-3.0,9.0
16,6.0,9.0
17,2.0,12.0
18,-1.0,4.0
19,-5.0,6.0
20,-1.0,11.0
21,2.0,11.0
22,3.0,9.0
23,-3.0,4.0
24,0.0,-1.0
25,7.0,5.0
26,1.0,0.0
27,7.0,7.0
28,-6.0,6.0
29,-5.0,7.0
30,0.0,11.0
31,5.0,11.0
32,8.0,5.0
33,3.0,9.0
34,6.0,5.0
35,0.0,13.0
36,-1.0,2.0
37,-1.0,10.0
38,2.0,2.0
39,-2.0,6.0
40,4.0,8.0
41,1.0,5.0
42,1.0,5.0
43,-2.0,3.0
44,6.0,10.0
45,6.0,6.0
46,1.0,10.0
47,3.0,8.0
48,0.0,8.0
49,8.0,7.0
50,-4.0,6.0
51,5.0,10.0
52,-1.0,8.0
53,0.0,2.0
54,-2.0,5.0
55,2.0,3.0
56,-1.0,12.0
57,-2.0,7.0
58,-2.0,9.0
59,4.0,5.0
60,3.0,0.0
61,2.0,5.0
62,-1.0,3.0
63,-3.0,8.0
64,-6.0,8.0
65,0.0,7.0
66,-2.0,9.0
67,4.0,10.0
68,-1.0,8.0
69,5.0,9.0
70,-1.0,13.0
71,3.0,4.0
72,-3.0,6.0
73,-1.0,12.0
74,6.0,7.0
75,0.0,2.0
76,-3.0,6.0
77,1.0,13.0
78,-4.0,8.0
79,0.0,4.0
80,7.0,5.0
81,-5.0,6.0
82,1.0,4.0
83,0.0,9.0
84,-2.0,1.0
85,1.0,6.0
86,-2.0,5.0
87,6.0,9.0
88,5.0,4.0
89,-2.0,6.0
90,-5.0,7.0
91,8.0,6.0
92,6.0,9.0
93,1.0,11.0
94,-2.0,7.0
95,0.0,11.0
96,-3.0,7.0
97,4.0,12.0
98,5.0,4.0
99,2.0,5.0
100,2.0,10.0
101,4.0,4.0
102,1.0,9.0
103,-5.0,7.0
104,6.0,5.0
105,8.0,7.0
106,-2.0,7.0
107,2.0,8.0
108,3.0,7.0
109,2.0,2.0
110,-4.0,5.0
111,3.0,9.0
112,4.0,7.0
113,0.0,4.0
114,8.0,6.0
115,3.0,4.0
116,5.0,8.0
117,1.0,4.0
118,-1.0,9.0
119,-3.0,8.0
120,0.0,1.0
121,1.0,0.0
122,2.0,11.0
123,1.0,1.0
124,-2.0,8.0
125,2.0,11.0
126,5.0,4.0
127,3.0,3.0
128,1.0,7.0
