name,longitude,latitude
1,31.019253942338388,32.38442557512066
2,30.028824239163246,28.57222114352595
3,25.541479866519413,26.436865992200907
4,2.729596036213439,0.8168114892823475
5,7.064132628229034,3.4441341269012966
6,9.722302548098618,0.5409217210243176
7,10.843311381604105,8.324467287567058
8,11.086257594686904,10.758805979808582
9,10.796098032285578,6.923440848233418
10,0.15773396024535513,8.943579207731538
11,2.061859086440845,3.598656824741918
12,7.954753251657937,6.299569624989898
13,4.965005372754927,11.268509559013077
14,7.3459669155109495,4.096231889015941
15,3.0296981309643725,10.339976597516005
16,5.726369960148759,9.387901341441404
17,4.22209956235914,2.3680040647585114
18,6.415644486633324,9.801730166603075
19,2.055627129029327,9.500063026585474
20,11.061198135283583,9.672612469954963
21,9.881985150642969,0.09005664177250905
22,7.543286523600992,10.350654816652318
23,0.5991822263439537,3.256764404319999
24,3.223033334441998,6.327194141120197
25,5.075808052805619,5.67480015663351
26,9.31797192867333,0.021703796716550094
27,0.6580030717175172,1.5223594349191951
28,1.4955148145407406,0.8210002615582592
29,11.696310374111928,10.253387216870717
30,1.0335360928241495,6.025440081059175
31,3.7907549283243704,3.7749576036729042
32,4.2154746996578965,7.762963359621407
