name,longitude,latitude
M,0,0
E,0,1
x,0,3
M,0,4
E,0,6
E,0,7
i,0,8
i,0,10
I,0,15
M,0,16
L,0,20
M,0,21
M,0,22
x,0,24
E,0,28
M,0,32
L,0,33
M,0,34
x,0,36
M,0,37
x,0,64
E,0,66
M,0,67
i,0,76
M,0,128
E,0,129
x,0,130
i,0,132
x,0,134
E,0,135
E,0,136
E,0,138
E,0,144
E,0,152
x,0,168
I,0,176
M,0,177
M,0,182
x,0,198
i,0,208
M,0,216
M,1,0
x,1,2
x,1,4
M,1,9
E,1,10
M,1,16
x,1,17
x,1,32
M,1,40
i,1,52
i,1,64
M,1,65
I,1,72
M,1,85
x,1,96
E,1,129
E,1,162
E,1,165
E,1,194
x,2,1
E,2,2
x,2,9
M,2,20
x,2,48
M,2,56
I,2,60
x,2,64
E,2,68
x,2,69
E,2,72
M,2,93
E,2,96
M,2,100
M,2,128
I,2,132
I,2,136
i,2,168
i,2,176
I,2,195
i,3,0
M,3,32
i,3,64
E,3,80
E,4,0
M,4,1
E,4,8
x,4,10
E,4,20
E,4,24
E,4,27
M,4,29
E,4,32
E,4,48
E,4,64
E,4,66
M,4,67
x,4,104
M,4,128
i,4,156
i,4,200
E,4,202
E,5,8
E,5,49
E,5,72
M,5,193
I,5,219
M,6,0
E,6,32
E,6,213
M,7,0
M,7,8
i,7,32
i,8,0
I,8,4
E,8,5
M,8,7
i,8,8
M,8,9
I,8,12
i,8,14
E,8,16
M,8,17
M,8,58
x,8,64
M,8,66
E,8,72
M,8,96
I,8,160
I,9,1
I,9,2
E,9,8
M,9,13
E,9,16
i,9,146
x,9,203
E,10,0
E,10,1
x,10,4
I,10,19
E,10,29
x,10,224
E,12,8
i,12,34
E,12,64
E,13,9
E,14,8
x,14,32
E,15,0
i,15,64
x,16,0
M,16,1
E,16,8
i,16,9
E,16,16
E,16,24
E,16,34
x,16,37
i,16,40
x,16,47
E,16,55
E,16,64
E,16,66
M,16,68
x,16,80
E,16,128
E,16,137
I,17,1
i,17,8
E,17,56
E,17,66
x,17,128
x,17,195
M,17,196
M,18,19
I,18,52
E,18,100
M,18,132
E,18,160
x,18,240
E,19,10
E,19,18
x,19,21
E,19,170
E,20,0
E,20,2
I,20,4
I,20,40
E,20,64
x,21,0
M,21,19
i,21,56
E,21,136
M,22,0
E,24,0
I,24,4
M,24,16
I,24,43
E,24,69
M,24,128
I,24,144
I,24,160
M,24,229
I,25,36
i,26,136
M,27,4
M,28,0
M,28,68
M,29,4
x,29,10
M,32,0
i,32,1
x,32,3
E,32,4
i,32,6
i,32,7
x,32,14
M,32,58
p,32,64
L,32,69
M,32,96
i,32,112
E,32,128
E,32,129
M,32,160
E,32,192
x,33,0
I,33,130
M,34,0
x,34,12
M,34,16
i,34,34
x,34,128
E,34,129
x,35,193
M,35,240
E,36,0
x,36,25
i,37,0
E,37,16
M,37,130
M,40,1
L,40,16
M,40,20
p,40,66
x,40,153
E,41,65
I,42,68
x,42,73
E,42,84
E,42,136
M,43,24
E,45,165
M,47,16
M,48,2
E,48,4
i,48,146
E,48,177
L,49,5
E,49,128
E,51,65
M,52,1
E,52,18
M,52,64
E,52,148
i,52,161
M,53,72
E,55,16
E,56,2
i,56,17
x,56,21
E,56,225
x,57,232
I,58,8
E,58,32
M,58,87
E,60,2
M,60,80
M,64,0
M,64,1
x,64,2
E,64,3
E,64,4
E,64,8
E,64,12
x,64,15
E,64,16
E,64,20
M,64,32
M,64,52
i,64,77
E,64,80
i,64,138
M,64,148
i,64,166
I,64,201
M,65,1
M,65,41
E,65,51
E,65,152
E,66,0
I,66,4
M,66,8
M,66,16
M,66,17
M,66,40
M,66,104
E,66,164
M,67,0
M,67,4
E,67,82
I,68,2
M,68,16
I,68,28
i,68,42
p,68,70
i,68,208
i,69,2
M,69,24
M,69,32
E,70,68
M,71,112
E,72,1
x,72,2
E,72,5
M,72,8
M,72,53
x,72,97
E,72,130
E,73,42
i,73,128
M,74,173
E,76,0
I,76,193
x,77,64
E,80,3
L,80,16
E,80,60
M,80,64
E,80,128
M,80,140
E,82,67
x,84,42
M,85,1
I,87,58
M,92,128
M,93,2
E,96,1
E,96,2
i,96,8
L,96,32
i,96,196
i,97,72
E,97,110
M,98,133
M,99,130
M,100,2
p,100,18
x,100,153
O,101,139
E,104,4
M,104,66
i,105,129
E,110,97
M,110,194
M,112,32
i,112,71
x,112,132
x,112,162
x,113,128
L,120,152
E,128,0
i,128,2
M,128,4
M,128,16
E,128,17
x,128,24
x,128,32
E,128,34
x,128,49
i,128,73
E,128,80
L,128,92
E,128,113
x,128,134
x,128,206
E,129,0
M,129,1
E,129,32
M,129,34
E,129,105
E,129,232
M,130,0
I,130,33
x,130,37
M,130,72
x,130,99
M,130,144
i,130,192
M,132,0
M,132,2
E,132,18
E,132,112
E,132,146
M,133,98
M,133,144
E,134,0
x,134,128
E,135,0
E,135,197
E,136,0
M,136,2
x,136,21
M,136,26
E,136,42
M,136,162
x,137,16
M,138,0
I,138,64
x,138,146
i,139,101
E,140,80
E,140,192
i,144,0
L,144,24
E,144,130
x,144,133
M,144,202
I,146,9
i,146,48
E,146,132
M,146,138
E,148,52
E,148,64
x,152,0
M,152,65
M,152,120
M,152,160
x,153,40
E,153,100
M,155,212
i,156,4
E,160,8
E,160,18
E,160,24
M,160,32
L,160,152
E,160,204
E,161,52
E,162,1
M,162,112
x,162,136
E,164,66
I,165,1
E,165,45
M,166,64
I,168,0
E,168,2
x,170,19
I,173,74
i,176,0
E,176,2
i,176,228
E,177,0
E,177,48
I,180,196
M,182,0
E,182,196
M,192,32
E,192,130
x,192,140
M,193,5
i,193,35
E,193,76
E,194,1
M,194,110
x,195,2
x,195,17
M,196,17
i,196,96
M,196,180
x,196,182
x,197,135
x,198,0
E,200,4
i,201,64
x,202,4
i,202,144
L,203,9
M,204,160
E,206,128
E,208,0
M,208,68
M,212,155
E,213,6
M,216,0
M,219,5
M,221,226
I,224,10
E,225,56
I,226,221
M,228,176
E,229,24
M,232,57
x,232,129
E,240,18
E,240,35
