name,longitude,latitude
M,0,0
E,0,1
x,0,2
M,0,4
E,0,5
E,0,8
i,0,12
i,0,16
I,0,17
M,0,24
L,0,32
M,0,33
M,0,34
x,0,35
E,0,38
M,0,48
L,0,49
M,0,64
x,0,66
M,0,72
x,0,80
E,0,83
M,0,99
i,0,100
M,0,110
E,0,128
x,0,129
i,0,144
x,0,162
E,0,176
E,0,209
E,0,210
E,0,224
E,0,225
x,1,0
I,1,2
M,1,4
M,1,18
x,1,20
i,1,25
M,1,32
M,1,34
x,1,45
x,1,52
M,1,64
E,1,72
M,1,88
x,1,96
x,1,102
M,1,128
i,1,132
i,1,160
M,2,0
I,2,1
M,2,8
x,2,20
E,2,24
E,2,25
E,2,37
E,2,44
x,2,68
E,2,73
x,2,97
M,2,100
x,2,129
M,2,140
I,2,162
x,2,209
E,2,230
x,3,12
E,3,17
M,3,44
E,3,68
M,4,0
M,4,1
I,4,10
I,4,16
i,4,32
i,4,40
I,4,112
i,4,128
M,4,142
i,4,184
E,4,188
E,4,211
M,4,234
E,5,0
x,5,8
E,5,32
E,5,80
E,5,128
M,5,192
E,6,14
E,6,50
E,6,81
E,7,107
M,8,0
x,8,2
M,8,5
i,8,9
i,8,16
E,8,28
E,8,29
E,8,36
E,8,40
M,8,64
I,8,65
M,8,66
E,8,72
E,8,76
M,8,81
M,8,128
i,8,165
i,8,198
I,9,8
E,9,42
M,9,64
i,9,68
M,9,80
I,9,136
i,10,4
E,10,32
M,10,53
M,10,64
x,10,132
M,10,164
E,11,13
M,11,68
I,11,195
I,12,0
I,12,3
E,12,72
M,12,128
E,12,136
i,12,160
x,12,161
E,12,224
E,13,11
x,14,6
I,16,0
E,16,4
x,16,8
E,16,17
i,16,30
E,16,33
E,16,39
E,16,48
x,16,49
E,16,66
i,16,71
x,16,106
M,16,124
E,16,138
i,17,0
E,17,3
E,17,16
E,17,66
x,17,128
i,17,196
x,18,1
E,18,48
E,18,51
E,18,64
M,18,104
x,18,114
E,18,130
E,18,148
I,18,194
i,18,227
E,19,34
E,19,52
x,20,1
x,20,2
M,20,128
M,20,136
I,20,192
E,20,207
M,21,144
E,22,73
x,23,32
E,24,0
E,24,2
x,24,32
E,24,33
E,24,71
E,25,1
I,25,2
I,25,128
E,28,8
x,28,55
M,29,8
i,30,16
E,32,0
M,32,1
E,32,4
I,32,5
M,32,10
I,32,23
E,32,24
M,32,34
I,32,41
I,32,46
M,32,65
I,32,141
i,32,178
M,32,181
M,32,201
M,32,212
M,33,0
x,33,16
M,33,24
i,33,38
x,33,48
E,33,196
i,33,200
i,34,0
x,34,1
M,34,19
p,34,32
L,34,36
M,34,140
i,34,144
E,35,0
E,36,8
M,36,34
E,36,64
x,36,70
I,36,72
M,36,142
x,37,2
M,37,136
i,37,146
x,38,0
E,38,33
x,39,16
M,40,4
E,40,8
x,40,128
i,41,32
E,41,94
M,42,9
M,42,136
L,43,96
M,44,2
p,44,3
x,44,84
E,44,96
I,45,1
x,46,32
E,47,113
E,48,0
M,48,16
E,48,18
M,48,33
M,49,0
E,49,16
i,49,225
E,50,6
L,50,69
E,50,96
E,50,138
M,51,18
E,51,88
M,51,128
E,52,1
i,52,19
M,52,64
E,52,128
E,53,10
i,55,28
x,58,67
E,59,204
x,60,132
I,61,192
E,64,0
M,64,1
E,64,8
M,64,9
M,64,10
M,64,18
x,64,36
E,64,52
E,64,67
E,64,85
E,64,96
x,64,128
E,64,130
E,64,148
M,64,164
M,64,232
i,65,8
E,65,32
i,65,138
M,65,144
i,65,168
I,66,0
M,66,8
M,66,16
E,66,17
E,66,164
E,67,58
I,67,64
M,67,224
M,68,2
M,68,3
M,68,9
M,68,11
E,68,101
M,68,104
M,68,128
E,68,164
I,69,50
M,70,36
I,71,16
i,71,24
p,72,0
i,72,1
i,72,8
M,72,12
M,72,36
E,72,80
M,72,128
E,73,2
x,73,22
E,76,8
M,80,0
M,80,5
x,80,9
E,80,72
E,80,85
i,80,128
M,80,132
E,80,160
I,81,6
x,81,8
E,81,98
L,82,148
E,83,0
M,84,44
E,85,64
M,85,80
E,88,1
x,88,51
M,89,164
I,90,139
M,94,41
M,96,1
E,96,43
E,96,44
i,96,50
L,96,64
i,96,110
i,96,128
E,96,130
M,96,133
M,96,145
M,97,2
p,97,131
x,97,133
O,98,81
E,99,0
M,100,0
i,100,2
E,101,68
M,102,1
M,104,18
i,104,68
x,106,16
x,106,131
x,107,7
L,108,176
E,110,0
i,110,96
M,111,136
M,112,4
E,113,47
x,114,18
x,124,16
E,128,0
x,128,1
i,128,4
E,128,5
L,128,8
E,128,12
x,128,17
x,128,20
E,128,25
M,128,40
E,128,51
M,128,52
E,128,64
E,128,68
M,128,72
I,128,80
x,128,96
M,128,130
x,128,144
M,128,161
i,128,225
M,129,0
M,129,2
E,129,168
E,130,18
E,130,64
M,130,96
M,130,128
E,130,189
x,130,212
E,131,97
E,131,106
E,132,1
M,132,10
x,132,60
M,132,80
E,132,138
M,132,192
x,133,96
M,133,97
I,136,9
x,136,12
i,136,20
E,136,37
E,136,42
i,136,111
L,136,136
E,137,144
x,138,16
M,138,50
I,138,65
i,138,132
E,138,160
M,138,168
E,139,90
E,140,2
x,140,34
M,141,32
M,142,4
M,142,36
x,144,0
E,144,21
M,144,34
i,144,65
E,144,128
E,144,137
E,145,96
M,146,37
L,148,18
E,148,64
E,148,82
E,148,224
M,150,164
x,160,1
E,160,12
I,160,80
E,160,138
M,161,12
I,161,128
E,162,0
x,162,2
I,164,10
i,164,64
E,164,66
i,164,68
E,164,89
E,164,150
I,165,8
M,168,65
E,168,129
M,168,138
E,172,184
x,176,0
M,176,108
i,178,32
E,181,32
E,184,4
M,184,172
x,188,4
x,189,130
M,192,5
i,192,20
M,192,61
x,192,132
x,194,18
x,195,11
E,196,17
i,196,33
x,196,225
i,198,8
L,200,33
M,201,32
E,204,59
E,207,20
M,209,0
M,209,2
E,210,0
M,211,4
M,212,32
M,212,130
I,224,0
E,224,12
I,224,67
M,224,148
E,225,0
M,225,49
x,225,128
E,225,196
E,227,18
